Screen,Section,Exact UI label,Angular component,Control/property,Visibility condition,Editable/read-only,Required/optional,Unit,Permission,HTTP endpoint,API field,Backend schema,Service,Model,Table,Column,Source type,Validation,Stale effect,Guide link
period-detail.component,period-detail.component.html,Certificate / Source,period-detail.component.html,formControlName=sourceReference,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET …/reporting-period-bindings/{id}; period-scoped CRUD,sourceReference,CbamActivityRecord ORM / API DTO,CbamPeriodWorkspaceServices,CbamActivityRecord,cbam_activity_records,source_reference,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Factor Definition,period-detail.component.html,formControlName=factorDefinitionCode,template-present,editable-if-configure,optional/unknown,factor-unit,cbam:configure for writes / cbam:view for reads,n/a-ui-only,factorDefinitionCode,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,factor_definition_code,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Activity,period-detail.component.html,formControlName=activityRecordId,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET …/reporting-period-bindings/{id}; period-scoped CRUD,activityRecordId,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,activity_record_id,NOT_PERSISTED,ambiguous-column-multiple-tables,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Purchased Input,period-detail.component.html,formControlName=purchasedInputId,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,n/a-ui-only,purchasedInputId,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,purchased_input_id,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Allocation Result,period-detail.component.html,formControlName=allocationResultId,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET …/reporting-period-bindings/{id}; period-scoped CRUD,allocationResultId,CbamCalculationResult ORM / API DTO,CbamPeriodWorkspaceServices,CbamCalculationResult,cbam_calculation_results,allocation_result_id,SNAPSHOT,server-authoritative,stale-until-recalculate-or-new-execution,user-guide/README.md
period-detail.component,period-detail.component.html,installation,period-detail.component.html,table-column:installation,when-rows,read-only-display,n/a,—,cbam:view,n/a-ui-only,installation,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,installation,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,product,period-detail.component.html,table-column:product,when-rows,read-only-display,n/a,—,cbam:view,n/a-ui-only,product,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,product,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,profile,period-detail.component.html,table-column:profile,when-rows,read-only-display,n/a,—,cbam:view,n/a-ui-only,profile,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,profile,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,profileLink,period-detail.component.html,table-column:profileLink,when-rows,read-only-display,n/a,—,cbam:view,n/a-ui-only,profileLink,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,profile_link,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,quantity,period-detail.component.html,table-column:quantity,when-rows,read-only-display,n/a,t,cbam:view,GET …/reporting-period-bindings/{id}; period-scoped CRUD,quantity,CbamProductionRecord ORM / API DTO,CbamPeriodWorkspaceServices,CbamProductionRecord,cbam_production_records,quantity,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,unit,period-detail.component.html,table-column:unit,when-rows,read-only-display,n/a,—,cbam:view,GET …/reporting-period-bindings/{id}; period-scoped CRUD,unit,CbamProductionRecord ORM / API DTO,CbamPeriodWorkspaceServices,CbamProductionRecord,cbam_production_records,unit,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,date,period-detail.component.html,table-column:date,when-rows,read-only-display,n/a,datetime,cbam:view,n/a-ui-only,date,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,date,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,status,period-detail.component.html,table-column:status,when-rows,read-only-display,n/a,—,cbam:view,GET …/reporting-period-bindings/{id}; period-scoped CRUD,status,CbamCalculationResult ORM / API DTO,CbamPeriodWorkspaceServices,CbamCalculationResult,cbam_calculation_results,status,SNAPSHOT,server-authoritative,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,actions,period-detail.component.html,table-column:actions,when-rows,read-only-display,n/a,—,cbam:view,n/a-ui-only,actions,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,actions,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,type,period-detail.component.html,table-column:type,when-rows,read-only-display,n/a,—,cbam:view,n/a-ui-only,type,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,type,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,dataSource,period-detail.component.html,table-column:dataSource,when-rows,read-only-display,n/a,—,cbam:view,n/a-ui-only,dataSource,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,data_source,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,name,period-detail.component.html,table-column:name,when-rows,read-only-display,n/a,—,cbam:view,GET …/reporting-period-bindings/{id}; period-scoped CRUD,name,CbamAllocationRule ORM / API DTO,CbamPeriodWorkspaceServices,CbamAllocationRule,cbam_allocation_rules,name,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,consumed,period-detail.component.html,table-column:consumed,when-rows,read-only-display,n/a,—,cbam:view,n/a-ui-only,consumed,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,consumed,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,embedded,period-detail.component.html,table-column:embedded,when-rows,read-only-display,n/a,tCO2e,cbam:view,GET …/reporting-period-bindings/{id}; period-scoped CRUD,embedded,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,embedded,NOT_PERSISTED,no-matching-column,stale-until-recalculate-or-new-execution,user-guide/README.md
period-detail.component,period-detail.component.html,method,period-detail.component.html,table-column:method,when-rows,read-only-display,n/a,—,cbam:view,n/a-ui-only,method,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,method,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,ratio,period-detail.component.html,table-column:ratio,when-rows,read-only-display,n/a,—,cbam:view,n/a-ui-only,ratio,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,ratio,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,sourceType,period-detail.component.html,table-column:sourceType,when-rows,read-only-display,n/a,—,cbam:view,GET …/reporting-period-bindings/{id}; period-scoped CRUD,sourceType,CbamAllocationResult ORM / API DTO,CbamPeriodWorkspaceServices,CbamAllocationResult,cbam_allocation_results,source_type,SNAPSHOT,server-authoritative,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,sourceQuantity,period-detail.component.html,table-column:sourceQuantity,when-rows,read-only-display,n/a,t,cbam:view,GET …/reporting-period-bindings/{id}; period-scoped CRUD,sourceQuantity,CbamAllocationResult ORM / API DTO,CbamPeriodWorkspaceServices,CbamAllocationResult,cbam_allocation_results,source_quantity,SNAPSHOT,server-authoritative,stale-until-recalculate-or-new-execution,user-guide/README.md
period-detail.component,period-detail.component.html,allocated,period-detail.component.html,table-column:allocated,when-rows,read-only-display,n/a,—,cbam:view,GET …/reporting-period-bindings/{id}; period-scoped CRUD,allocated,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,allocated,NOT_PERSISTED,no-matching-column,stale-until-recalculate-or-new-execution,user-guide/README.md
period-detail.component,period-detail.component.html,rule,period-detail.component.html,table-column:rule,when-rows,read-only-display,n/a,—,cbam:view,n/a-ui-only,rule,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,rule,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,created,period-detail.component.html,table-column:created,when-rows,read-only-display,n/a,datetime,cbam:view,n/a-ui-only,created,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,created,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,source,period-detail.component.html,table-column:source,when-rows,read-only-display,n/a,—,cbam:view,n/a-ui-only,source,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,source,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,activity,period-detail.component.html,table-column:activity,when-rows,read-only-display,n/a,—,cbam:view,n/a-ui-only,activity,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,activity,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,factor,period-detail.component.html,table-column:factor,when-rows,read-only-display,n/a,factor-unit,cbam:view,n/a-ui-only,factor,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,factor,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,value,period-detail.component.html,table-column:value,when-rows,read-only-display,n/a,—,cbam:view,n/a-ui-only,value,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,value,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,reference,period-detail.component.html,table-column:reference,when-rows,read-only-display,n/a,—,cbam:view,n/a-ui-only,reference,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,reference,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,factorSource,period-detail.component.html,table-column:factorSource,when-rows,read-only-display,n/a,factor-unit,cbam:view,n/a-ui-only,factorSource,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,factor_source,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,result,period-detail.component.html,table-column:result,when-rows,read-only-display,n/a,—,cbam:view,n/a-ui-only,result,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,result,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,error,period-detail.component.html,table-column:error,when-rows,read-only-display,n/a,—,cbam:view,n/a-ui-only,error,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,error,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,template,period-detail.component.html,table-column:template,when-rows,read-only-display,n/a,—,cbam:view,n/a-ui-only,template,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,template,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,calc,period-detail.component.html,table-column:calc,when-rows,read-only-display,n/a,—,cbam:view,n/a-ui-only,calc,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,calc,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,checksum,period-detail.component.html,table-column:checksum,when-rows,read-only-display,n/a,—,cbam:view,GET …/reporting-period-bindings/{id}; period-scoped CRUD,checksum,CbamExportTemplate ORM / API DTO,CbamPeriodWorkspaceServices,CbamExportTemplate,cbam_export_templates,checksum,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Product,period-detail.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Product profile,period-detail.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Installation,period-detail.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Quantity,period-detail.component.html,mat-label,template-present,label,n/a,t,cbam:view,n/a-ui-only,—,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Unit,period-detail.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Date,period-detail.component.html,mat-label,template-present,label,n/a,datetime,cbam:view,n/a-ui-only,—,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Notes,period-detail.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Activity Type,period-detail.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Data Source Primary Data Default Reference Unknown Source Reference,period-detail.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Measurement Method,period-detail.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Supplier,period-detail.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Certificate Reference,period-detail.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Input Name,period-detail.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Purchased Quantity,period-detail.component.html,mat-label,template-present,label,n/a,t,cbam:view,n/a-ui-only,—,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Consumed Quantity,period-detail.component.html,mat-label,template-present,label,n/a,t,cbam:view,n/a-ui-only,—,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Consumed Unit,period-detail.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Embedded Emissions (supplier),period-detail.component.html,mat-label,template-present,label,n/a,tCO2e,cbam:view,n/a-ui-only,—,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Embedded Emission Unit,period-detail.component.html,mat-label,template-present,label,n/a,tCO2e,cbam:view,n/a-ui-only,—,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Embedded Emission Source,period-detail.component.html,mat-label,template-present,label,n/a,tCO2e,cbam:view,n/a-ui-only,—,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Method,period-detail.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Name,period-detail.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Description,period-detail.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Target Production,period-detail.component.html,mat-label,template-present,label,n/a,t,cbam:view,n/a-ui-only,—,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Total Base Production,period-detail.component.html,mat-label,template-present,label,n/a,t,cbam:view,n/a-ui-only,—,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Allocation Ratio (0–1),period-detail.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Reason,period-detail.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Source Reference,period-detail.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Activity for Allocation,period-detail.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Purchased Input for Allocation,period-detail.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Activity Record,period-detail.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Property,period-detail.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Value,period-detail.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Certificate / Source,period-detail.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Factor Definition,period-detail.component.html,mat-label,template-present,label,n/a,factor-unit,cbam:view,n/a-ui-only,—,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Activity,period-detail.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Purchased Input,period-detail.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Allocation Result,period-detail.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,Template,period-detail.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamPeriodWorkspaceServices,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/README.md
period-detail.component,period-detail.component.html,[display:full-width readiness-table],period-detail.component.html,"class=""full-width readiness-table""",conditional-css,read-only,n/a,—,cbam:view,GET …/reporting-period-bindings/{id}; period-scoped CRUD,—,n/a,CbamPeriodWorkspaceServices,—,DERIVED_STATUS,UI_STATUS,DERIVED_STATUS,n/a-display-or-derived,may reflect stale,user-guide/README.md
period-list.component,period-list.component.html,Reporting Period,period-list.component.html,formControlName=reportingPeriodId,template-present,editable-if-configure,optional/unknown,—,cbam:configure for writes / cbam:view for reads,GET|POST …/reporting-period-bindings,reportingPeriodId,CbamReportingPeriodBinding ORM / API DTO,CbamReportingPeriodBindingService,CbamReportingPeriodBinding,cbam_reporting_period_bindings,reporting_period_id,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/README.md
period-list.component,period-list.component.html,reportingPeriodId,period-list.component.html,table-column:reportingPeriodId,when-rows,read-only-display,n/a,—,cbam:view,GET|POST …/reporting-period-bindings,reportingPeriodId,CbamReportingPeriodBinding ORM / API DTO,CbamReportingPeriodBindingService,CbamReportingPeriodBinding,cbam_reporting_period_bindings,reporting_period_id,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/README.md
period-list.component,period-list.component.html,status,period-list.component.html,table-column:status,when-rows,read-only-display,n/a,—,cbam:view,GET|POST …/reporting-period-bindings,status,CbamReportingPeriodBinding ORM / API DTO,CbamReportingPeriodBindingService,CbamReportingPeriodBinding,cbam_reporting_period_bindings,status,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/README.md
period-list.component,period-list.component.html,revisionNumber,period-list.component.html,table-column:revisionNumber,when-rows,read-only-display,n/a,—,cbam:view,GET|POST …/reporting-period-bindings,revisionNumber,CbamReportingPeriodBinding ORM / API DTO,CbamReportingPeriodBindingService,CbamReportingPeriodBinding,cbam_reporting_period_bindings,revision_number,USER_INPUT,server-schema,none-or-row-version-conflict,user-guide/README.md
period-list.component,period-list.component.html,actions,period-list.component.html,table-column:actions,when-rows,read-only-display,n/a,—,cbam:view,n/a-ui-only,actions,n/a,CbamReportingPeriodBindingService,—,NOT_PERSISTED,actions,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/README.md
period-list.component,period-list.component.html,Reporting Period,period-list.component.html,mat-label,template-present,label,n/a,—,cbam:view,n/a-ui-only,—,n/a,CbamReportingPeriodBindingService,—,NOT_PERSISTED,UI_ONLY,NOT_PERSISTED,n/a-display-or-derived,none-or-row-version-conflict,user-guide/README.md
product-embedded-emissions,product-embedded-emissions/product-embedded-emissions.component.html,product,product-embedded-emissions/product-embedded-emissions.component.html,table-column:product,when-rows,read-only-display,n/a,—,cbam:view,n/a-ui-only,product,n/a,CbamProductEmbeddedEmissionsService,—,NOT_PERSISTED,product,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/11-*.md
product-embedded-emissions,product-embedded-emissions/product-embedded-emissions.component.html,cn,product-embedded-emissions/product-embedded-emissions.component.html,table-column:cn,when-rows,read-only-display,n/a,—,cbam:view,n/a-ui-only,cn,n/a,CbamProductEmbeddedEmissionsService,—,NOT_PERSISTED,cn,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/11-*.md
product-embedded-emissions,product-embedded-emissions/product-embedded-emissions.component.html,profile,product-embedded-emissions/product-embedded-emissions.component.html,table-column:profile,when-rows,read-only-display,n/a,—,cbam:view,n/a-ui-only,profile,n/a,CbamProductEmbeddedEmissionsService,—,NOT_PERSISTED,profile,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/11-*.md
product-embedded-emissions,product-embedded-emissions/product-embedded-emissions.component.html,output,product-embedded-emissions/product-embedded-emissions.component.html,table-column:output,when-rows,read-only-display,n/a,—,cbam:view,n/a-ui-only,output,n/a,CbamProductEmbeddedEmissionsService,—,NOT_PERSISTED,output,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/11-*.md
product-embedded-emissions,product-embedded-emissions/product-embedded-emissions.component.html,direct,product-embedded-emissions/product-embedded-emissions.component.html,table-column:direct,when-rows,read-only-display,n/a,—,cbam:view,n/a-ui-only,direct,n/a,CbamProductEmbeddedEmissionsService,—,NOT_PERSISTED,direct,NOT_PERSISTED,no-matching-column,none-or-row-version-conflict,user-guide/11-*.md
