Screen,Action,UI control,Permission,Writable-period rule,HTTP method,Endpoint,Request field/schema,Service,Tables read,Tables written,Success behavior,Failure behavior,Idempotency,Concurrency,Handler,File,Kind
product-embedded-emissions,@if (submitting()) { Working… } @else { {{ executeButtonLabel() }} },button/link,cbam:configure,blocked-when-locked,POST/PATCH,POST …/product-embedded-emissions/executions; GET readiness|summary|results,handler:executeRollup form/payload,CbamProductEmbeddedEmissionsService,"cbam_product_embedded_emissions_results, cbam_product_embedded_emissions_products, cbam_product_embedded_emissions_current","cbam_product_embedded_emissions_results, cbam_product_embedded_emissions_products, cbam_product_embedded_emissions_current",reload-or-toast,inline-error,n/a-or-rowVersion,409-on-rowVersion,executeRollup(),product-embedded-emissions/product-embedded-emissions.component.html,write
product-embedded-emissions,{{ p.productName }},button/link,cbam:view,n/a,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,selectProduct(p.productProfileVersionId),product-embedded-emissions/product-embedded-emissions.component.html,navigate-or-read
product-embedded-emissions,View details,button/link,cbam:view,n/a,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,viewDetails(r.resultId),product-embedded-emissions/product-embedded-emissions.component.html,navigate-or-read
product-embedded-emissions,Own emissions,button/link,cbam:view,n/a,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,toggleSection('own'),product-embedded-emissions/product-embedded-emissions.component.html,navigate-or-read
product-embedded-emissions,Purchased precursors,button/link,cbam:view,n/a,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,toggleSection('precursors'),product-embedded-emissions/product-embedded-emissions.component.html,navigate-or-read
product-embedded-emissions,Internal products,button/link,cbam:view,n/a,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,toggleSection('internal'),product-embedded-emissions/product-embedded-emissions.component.html,navigate-or-read
product-embedded-emissions,Totals,button/link,cbam:view,n/a,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,toggleSection('totals'),product-embedded-emissions/product-embedded-emissions.component.html,navigate-or-read
product-profiles,Retry,button/link,cbam:configure,blocked-when-locked,POST/PATCH,GET|POST|PATCH …/product-profile-versions; GET …/cn-codes/search,handler:loadProducts form/payload,CbamProductProfileService,"cbam_product_profile_versions, cbam_cn_codes","cbam_product_profile_versions, cbam_cn_codes",reload-or-toast,inline-error,n/a-or-rowVersion,409-on-rowVersion,loadProducts(),product-profiles/product-profiles.component.html,write
product-profiles,Open product management,button/link,cbam:configure,blocked-when-locked,POST/PATCH,GET|POST|PATCH …/product-profile-versions; GET …/cn-codes/search,handler:anonymous form/payload,CbamProductProfileService,"cbam_product_profile_versions, cbam_cn_codes","cbam_product_profile_versions, cbam_cn_codes",reload-or-toast,inline-error,n/a-or-rowVersion,409-on-rowVersion,—,product-profiles/product-profiles.component.html,write
product-profiles,{{ product.code }} {{ product.name }},button/link,cbam:view,n/a,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,selectProduct(product.id),product-profiles/product-profiles.component.html,navigate-or-read
product-profiles,Retry,button/link,cbam:configure,blocked-when-locked,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,selectedProductId() && loadVersions(selectedProductId()!),product-profiles/product-profiles.component.html,write
product-profiles,Create draft profile,button/link,cbam:configure,blocked-when-locked,POST/PATCH,GET|POST|PATCH …/product-profile-versions; GET …/cn-codes/search,handler:createDraft form/payload,CbamProductProfileService,"cbam_product_profile_versions, cbam_cn_codes","cbam_product_profile_versions, cbam_cn_codes",reload-or-toast,inline-error,n/a-or-rowVersion,409-on-rowVersion,createDraft(),product-profiles/product-profiles.component.html,write
product-profiles,Retry CN search,button/link,cbam:configure,blocked-when-locked,POST/PATCH,GET|POST|PATCH …/product-profile-versions; GET …/cn-codes/search,handler:retryCnSearch form/payload,CbamProductProfileService,"cbam_product_profile_versions, cbam_cn_codes","cbam_product_profile_versions, cbam_cn_codes",reload-or-toast,inline-error,n/a-or-rowVersion,409-on-rowVersion,retryCnSearch(),product-profiles/product-profiles.component.html,write
product-profiles,Retry reducing materials,button/link,cbam:configure,blocked-when-locked,POST/PATCH,GET|POST|PATCH …/product-profile-versions; GET …/cn-codes/search,handler:retryReducingAgents form/payload,CbamProductProfileService,"cbam_product_profile_versions, cbam_cn_codes","cbam_product_profile_versions, cbam_cn_codes",reload-or-toast,inline-error,n/a-or-rowVersion,409-on-rowVersion,retryReducingAgents(),product-profiles/product-profiles.component.html,write
product-profiles,Save draft,button/link,cbam:configure,blocked-when-locked,POST/PATCH,GET|POST|PATCH …/product-profile-versions; GET …/cn-codes/search,handler:anonymous form/payload,CbamProductProfileService,"cbam_product_profile_versions, cbam_cn_codes","cbam_product_profile_versions, cbam_cn_codes",reload-or-toast,inline-error,n/a-or-rowVersion,409-on-rowVersion,—,product-profiles/product-profiles.component.html,write
product-profiles,Publish,button/link,cbam:configure,blocked-when-locked,POST/PATCH,GET|POST|PATCH …/product-profile-versions; GET …/cn-codes/search,handler:publish form/payload,CbamProductProfileService,"cbam_product_profile_versions, cbam_cn_codes","cbam_product_profile_versions, cbam_cn_codes",reload-or-toast,inline-error,n/a-or-rowVersion,409-on-rowVersion,publish(),product-profiles/product-profiles.component.html,write
product-profiles,Create new version,button/link,cbam:configure,blocked-when-locked,POST/PATCH,GET|POST|PATCH …/product-profile-versions; GET …/cn-codes/search,handler:createNewVersion form/payload,CbamProductProfileService,"cbam_product_profile_versions, cbam_cn_codes","cbam_product_profile_versions, cbam_cn_codes",reload-or-toast,inline-error,n/a-or-rowVersion,409-on-rowVersion,createNewVersion(),product-profiles/product-profiles.component.html,write
product-profiles,Archive,button/link,cbam:configure,blocked-when-locked,POST/PATCH,GET|POST|PATCH …/product-profile-versions; GET …/cn-codes/search,handler:archive form/payload,CbamProductProfileService,"cbam_product_profile_versions, cbam_cn_codes","cbam_product_profile_versions, cbam_cn_codes",reload-or-toast,inline-error,n/a-or-rowVersion,409-on-rowVersion,archive(),product-profiles/product-profiles.component.html,write
product-profiles,Cancel,button/link,cbam:view,n/a,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,cancelEdits(),product-profiles/product-profiles.component.html,navigate-or-read
product-profiles,Open,button/link,cbam:configure,blocked-when-locked,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,selectProfile(row.id),product-profiles/product-profiles.component.html,write
production-processes,Retry,button/link,cbam:configure,blocked-when-locked,GET,GET|POST|PATCH …/production-processes,n/a-query/path,CbamProductionProcessService,"cbam_production_processes, cbam_production_process_product_uses",—,reload-or-toast,inline-error,n/a-read,n/a,reload(),production-processes/production-processes.component.html,write
production-processes,Reload,button/link,cbam:configure,blocked-when-locked,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,selected()?.id ? openProcess(selected()!.id) : reload(),production-processes/production-processes.component.html,write
production-processes,Create draft process,button/link,cbam:configure,blocked-when-locked,POST/PATCH,GET|POST|PATCH …/production-processes; product-uses CRUD,handler:startCreate form/payload,CbamProductionProcessService,"cbam_production_processes, cbam_production_process_product_uses","cbam_production_processes, cbam_production_process_product_uses",reload-or-toast,inline-error,n/a-or-rowVersion,409-on-rowVersion,startCreate(),production-processes/production-processes.component.html,write
production-processes,Create draft,button/link,cbam:configure,blocked-when-locked,POST/PATCH,GET|POST|PATCH …/production-processes; product-uses CRUD,handler:anonymous form/payload,CbamProductionProcessService,"cbam_production_processes, cbam_production_process_product_uses","cbam_production_processes, cbam_production_process_product_uses",reload-or-toast,inline-error,n/a-or-rowVersion,409-on-rowVersion,—,production-processes/production-processes.component.html,write
production-processes,Cancel,button/link,cbam:configure,blocked-when-locked,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,cancelCreate(),production-processes/production-processes.component.html,write
production-processes,Open,button/link,cbam:configure,blocked-when-locked,GET,/api/v1/cbam/organizations/{organization_id}/reporting-period-bindings/{id}/production-processes/{id}; /api/v1/cbam/organizations/{organization_id}/reporting-period-bindings/{id}/production-processes/{id}/readiness,query/path params,CbamProductionProcessService,"cbam_production_processes, cbam_production_process_product_uses",—,reload-or-toast,inline-error,n/a-read,n/a,openProcess(row.id),production-processes/production-processes.component.html,write
production-processes,Remove,button/link,cbam:view,n/a,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,removeProductUse(use),production-processes/production-processes.component.html,navigate-or-read
production-processes,Add product use,button/link,cbam:configure,blocked-when-locked,POST/PATCH,GET|POST|PATCH …/production-processes; product-uses CRUD,handler:addProductUse form/payload,CbamProductionProcessService,"cbam_production_processes, cbam_production_process_product_uses","cbam_production_processes, cbam_production_process_product_uses",reload-or-toast,inline-error,n/a-or-rowVersion,409-on-rowVersion,addProductUse(),production-processes/production-processes.component.html,write
production-processes,Direct Emissions Allocation,button/link,cbam:view,n/a,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,goToDirectEmissionsAllocation.emit(),production-processes/production-processes.component.html,navigate-or-read
production-processes,Indirect Emissions Allocation,button/link,cbam:view,n/a,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,goToIndirectEmissionsAllocation.emit(),production-processes/production-processes.component.html,navigate-or-read
production-processes,Save draft,button/link,cbam:configure,blocked-when-locked,POST/PATCH,GET|POST|PATCH …/production-processes; product-uses CRUD,handler:anonymous form/payload,CbamProductionProcessService,"cbam_production_processes, cbam_production_process_product_uses","cbam_production_processes, cbam_production_process_product_uses",reload-or-toast,inline-error,n/a-or-rowVersion,409-on-rowVersion,—,production-processes/production-processes.component.html,write
production-processes,Archive,button/link,cbam:configure,blocked-when-locked,POST/PATCH,GET|POST|PATCH …/production-processes; product-uses CRUD,handler:requestArchive form/payload,CbamProductionProcessService,"cbam_production_processes, cbam_production_process_product_uses","cbam_production_processes, cbam_production_process_product_uses",reload-or-toast,inline-error,n/a-or-rowVersion,409-on-rowVersion,requestArchive(),production-processes/production-processes.component.html,write
production-processes,Confirm archive,button/link,cbam:configure,blocked-when-locked,POST/PATCH,GET|POST|PATCH …/production-processes; product-uses CRUD,handler:confirmArchive form/payload,CbamProductionProcessService,"cbam_production_processes, cbam_production_process_product_uses","cbam_production_processes, cbam_production_process_product_uses",reload-or-toast,inline-error,n/a-or-rowVersion,409-on-rowVersion,confirmArchive(),production-processes/production-processes.component.html,write
production-processes,Cancel,button/link,cbam:configure,blocked-when-locked,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,cancelArchive(),production-processes/production-processes.component.html,write
purchased-electricity,Retry,button/link,cbam:configure,blocked-when-locked,GET,POST …/purchased-electricity/executions,n/a-query/path,CbamPurchasedElectricityService,"cbam_purchased_electricity_results, cbam_purchased_electricity_current_results, cbam_activity_records",—,reload-or-toast,inline-error,n/a-read,n/a,reload(),purchased-electricity/purchased-electricity.component.html,write
purchased-electricity,Go to Activities,button/link,cbam:configure,blocked-when-locked,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,openActivitiesTab(),purchased-electricity/purchased-electricity.component.html,write
purchased-electricity,{{ calculationActionLabel() }},button/link,cbam:view,n/a,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,—,purchased-electricity/purchased-electricity.component.html,navigate-or-read
purchased-electricity,View details,button/link,cbam:view,n/a,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,viewDetails(row.resultId),purchased-electricity/purchased-electricity.component.html,navigate-or-read
purchased-electricity,Input,button/link,cbam:view,n/a,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,toggleSection('input'),purchased-electricity/purchased-electricity.component.html,navigate-or-read
purchased-electricity,Calculation,button/link,cbam:view,n/a,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,toggleSection('calculation'),purchased-electricity/purchased-electricity.component.html,navigate-or-read
purchased-electricity,Emission factor,button/link,cbam:view,n/a,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,toggleSection('factor'),purchased-electricity/purchased-electricity.component.html,navigate-or-read
purchased-electricity,Exported electricity,button/link,cbam:view,n/a,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,toggleSection('exported'),purchased-electricity/purchased-electricity.component.html,navigate-or-read
purchased-electricity,Sources,button/link,cbam:view,n/a,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,toggleSection('sources'),purchased-electricity/purchased-electricity.component.html,navigate-or-read
purchased-electricity,Audit,button/link,cbam:view,n/a,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,toggleSection('audit'),purchased-electricity/purchased-electricity.component.html,navigate-or-read
purchased-precursors,Retry,button/link,cbam:configure,blocked-when-locked,GET,GET|POST|PATCH …/purchased-precursors,n/a-query/path,CbamPurchasedPrecursorService,"cbam_purchased_precursors, cbam_purchased_precursor_product_uses, cbam_precursor_default_values",—,reload-or-toast,inline-error,n/a-read,n/a,reload(),purchased-precursors/purchased-precursors.component.html,write
purchased-precursors,Reload,button/link,cbam:configure,blocked-when-locked,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,selected()?.id ? openPrecursor(selected()!.id) : reload(),purchased-precursors/purchased-precursors.component.html,write
purchased-precursors,Create draft precursor,button/link,cbam:configure,blocked-when-locked,POST/PATCH,GET|POST|PATCH …/purchased-precursors; POST …/default-values/resolve,handler:startCreate form/payload,CbamPurchasedPrecursorService,"cbam_purchased_precursors, cbam_purchased_precursor_product_uses, cbam_precursor_default_values","cbam_purchased_precursors, cbam_purchased_precursor_product_uses, cbam_precursor_default_values",reload-or-toast,inline-error,n/a-or-rowVersion,409-on-rowVersion,startCreate(),purchased-precursors/purchased-precursors.component.html,write
purchased-precursors,Create draft,button/link,cbam:configure,blocked-when-locked,POST/PATCH,GET|POST|PATCH …/purchased-precursors; POST …/default-values/resolve,handler:anonymous form/payload,CbamPurchasedPrecursorService,"cbam_purchased_precursors, cbam_purchased_precursor_product_uses, cbam_precursor_default_values","cbam_purchased_precursors, cbam_purchased_precursor_product_uses, cbam_precursor_default_values",reload-or-toast,inline-error,n/a-or-rowVersion,409-on-rowVersion,—,purchased-precursors/purchased-precursors.component.html,write
purchased-precursors,Cancel,button/link,cbam:configure,blocked-when-locked,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,cancelCreate(),purchased-precursors/purchased-precursors.component.html,write
purchased-precursors,Open,button/link,cbam:configure,blocked-when-locked,GET,/api/v1/cbam/organizations/{organization_id}/reporting-period-bindings/{id}/purchased-precursors/{id}; /api/v1/cbam/organizations/{organization_id}/reporting-period-bindings/{id}/purchased-precursors/{id}/readiness,query/path params,CbamPurchasedPrecursorService,"cbam_purchased_precursors, cbam_purchased_precursor_product_uses",—,reload-or-toast,inline-error,n/a-read,n/a,openPrecursor(row.id),purchased-precursors/purchased-precursors.component.html,write
purchased-precursors,Search default values,button/link,cbam:view,n/a,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,searchDefaultValues(),purchased-precursors/purchased-precursors.component.html,navigate-or-read
purchased-precursors,Resolve default value,button/link,cbam:view,n/a,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,resolveDefaultValue(),purchased-precursors/purchased-precursors.component.html,navigate-or-read
purchased-precursors,Use this value,button/link,cbam:view,n/a,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,useDefaultCandidate(row),purchased-precursors/purchased-precursors.component.html,navigate-or-read
purchased-precursors,Edit,button/link,cbam:view,n/a,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,startEditProductUse(use),purchased-precursors/purchased-precursors.component.html,navigate-or-read
purchased-precursors,Remove,button/link,cbam:view,n/a,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,removeProductUse(use),purchased-precursors/purchased-precursors.component.html,navigate-or-read
purchased-precursors,{{ editingUseId() ? 'Update product use' : 'Add product use' }},button/link,cbam:configure,blocked-when-locked,PATCH+POST,/api/v1/cbam/organizations/{organization_id}/reporting-period-bindings/{id}/purchased-precursors/{id}/product-uses; /api/v1/cbam/organizations/{organization_id}/reporting-period-bindings/{id}/purchased-precursors/{id}/product-uses/{id},updatePrecursorProductUse body incl. rowVersion where applicable,CbamPurchasedPrecursorService,"cbam_purchased_precursors, cbam_purchased_precursor_product_uses","cbam_purchased_precursors, cbam_purchased_precursor_product_uses",reload-or-toast,inline-error,rowVersion,409-on-rowVersion,submitProductUse(),purchased-precursors/purchased-precursors.component.html,write
purchased-precursors,Cancel,button/link,cbam:view,n/a,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,cancelEditProductUse(),purchased-precursors/purchased-precursors.component.html,navigate-or-read
purchased-precursors,Save draft,button/link,cbam:configure,blocked-when-locked,POST/PATCH,GET|POST|PATCH …/purchased-precursors; POST …/default-values/resolve,handler:anonymous form/payload,CbamPurchasedPrecursorService,"cbam_purchased_precursors, cbam_purchased_precursor_product_uses, cbam_precursor_default_values","cbam_purchased_precursors, cbam_purchased_precursor_product_uses, cbam_precursor_default_values",reload-or-toast,inline-error,n/a-or-rowVersion,409-on-rowVersion,—,purchased-precursors/purchased-precursors.component.html,write
purchased-precursors,Archive,button/link,cbam:configure,blocked-when-locked,POST/PATCH,GET|POST|PATCH …/purchased-precursors; POST …/default-values/resolve,handler:requestArchive form/payload,CbamPurchasedPrecursorService,"cbam_purchased_precursors, cbam_purchased_precursor_product_uses, cbam_precursor_default_values","cbam_purchased_precursors, cbam_purchased_precursor_product_uses, cbam_precursor_default_values",reload-or-toast,inline-error,n/a-or-rowVersion,409-on-rowVersion,requestArchive(),purchased-precursors/purchased-precursors.component.html,write
purchased-precursors,Confirm archive,button/link,cbam:configure,blocked-when-locked,POST/PATCH,GET|POST|PATCH …/purchased-precursors; POST …/default-values/resolve,handler:confirmArchive form/payload,CbamPurchasedPrecursorService,"cbam_purchased_precursors, cbam_purchased_precursor_product_uses, cbam_precursor_default_values","cbam_purchased_precursors, cbam_purchased_precursor_product_uses, cbam_precursor_default_values",reload-or-toast,inline-error,n/a-or-rowVersion,409-on-rowVersion,confirmArchive(),purchased-precursors/purchased-precursors.component.html,write
purchased-precursors,Cancel,button/link,cbam:configure,blocked-when-locked,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,cancelArchive(),purchased-precursors/purchased-precursors.component.html,write
stationary-combustion,Retry,button/link,cbam:configure,blocked-when-locked,POST/PATCH,POST …/stationary-combustion/executions; GET summary|results|fuels,handler:retrySummary form/payload,CbamStationaryCombustionService,"cbam_stationary_combustion_results, cbam_stationary_combustion_current_results, cbam_activity_records, cbam_stationary_combustion_fuels","cbam_stationary_combustion_results, cbam_stationary_combustion_current_results, cbam_activity_records, cbam_stationary_combustion_fuels",reload-or-toast,inline-error,n/a-or-rowVersion,409-on-rowVersion,retrySummary(),stationary-combustion/stationary-combustion.component.html,write
stationary-combustion,Go to Activities,button/link,cbam:configure,blocked-when-locked,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,openActivitiesTab(),stationary-combustion/stationary-combustion.component.html,write
stationary-combustion,Retry,button/link,cbam:configure,blocked-when-locked,POST/PATCH,POST …/stationary-combustion/executions; GET summary|results|fuels,handler:retryCoverage form/payload,CbamStationaryCombustionService,"cbam_stationary_combustion_results, cbam_stationary_combustion_current_results, cbam_activity_records, cbam_stationary_combustion_fuels","cbam_stationary_combustion_results, cbam_stationary_combustion_current_results, cbam_activity_records, cbam_stationary_combustion_fuels",reload-or-toast,inline-error,n/a-or-rowVersion,409-on-rowVersion,retryCoverage(),stationary-combustion/stationary-combustion.component.html,write
stationary-combustion,{{ calculationActionLabel() }},button/link,cbam:view,n/a,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,—,stationary-combustion/stationary-combustion.component.html,navigate-or-read
stationary-combustion,View details,button/link,cbam:view,n/a,GET,/api/v1/cbam/organizations/{organization_id}/reporting-period-bindings/{id}/stationary-combustion/results/{id},query/path params,CbamStationaryCombustionService,"cbam_stationary_combustion_results, cbam_stationary_combustion_current_results",—,reload-or-toast,inline-error,n/a-read,n/a,viewDetails(row.resultId),stationary-combustion/stationary-combustion.component.html,navigate-or-read
stationary-combustion,Close,button/link,cbam:view,n/a,—,UI-only (router/tab/section),n/a,AngularRouter/UI,—,—,navigate-or-toggle,n/a,n/a,n/a,closeDetails(),stationary-combustion/stationary-combustion.component.html,navigate-or-read
